date,stime,etime,start_tz_id,end_tz_id,number_people_add_10
20230601,00:00,00:00,10,21,11
20230601,00:00,00:00,1,26,11
20230601,00:00,00:00,11,2,11
20230601,00:00,00:00,12,21,12
20230601,00:00,00:00,13,15,11
20230601,00:00,00:00,13,26,11
20230601,00:00,00:00,2,5,15
20230601,00:00,00:00,21,12,12
20230601,00:00,00:00,22,25,15
20230601,00:00,00:00,25,22,21
20230601,00:00,00:00,26,1,13
20230601,00:00,00:00,26,13,13
20230601,00:00,00:00,26,18,12
20230601,00:00,00:00,5,2,12
20230601,00:00,00:00,1,5,11
20230601,00:00,00:00,11,15,11
20230601,00:00,00:00,14,6,11
20230601,00:00,00:00,15,2,11
20230601,00:00,00:00,15,23,38
20230601,00:00,00:00,19,25,11
20230601,00:00,00:00,21,7,11
20230601,00:00,00:00,22,19,14
20230601,00:00,00:00,22,20,13
20230601,00:00,00:00,22,24,11
20230601,00:00,00:00,23,18,11
20230601,00:00,00:00,24,14,12
20230601,00:00,00:00,24,16,12
20230601,00:00,00:00,26,23,20
20230601,00:00,00:00,3,6,11
20230601,00:00,00:00,4,1,14
20230601,00:00,00:00,9,8,13
20230601,00:00,00:00,8,5,11
20230601,00:00,00:00,8,11,11
20230601,00:00,00:00,4,3,11
20230601,00:00,00:00,4,21,11
20230601,00:00,00:00,4,16,12
20230601,00:00,00:00,26,24,12
20230601,00:00,00:00,26,19,12
20230601,00:00,00:00,25,18,11
20230601,00:00,00:00,24,23,53
20230601,00:00,00:00,23,14,16
20230601,00:00,00:00,22,15,13
20230601,00:00,00:00,21,10,11
20230601,00:00,00:00,21,1,13
20230601,00:00,00:00,20,23,11
20230601,00:00,00:00,19,23,42
20230601,00:00,00:00,17,26,14
20230601,00:00,00:00,16,13,11
20230601,00:00,00:00,15,24,28
20230601,00:00,00:00,15,19,13
20230601,00:00,00:00,14,18,11
20230601,00:00,00:00,14,13,11
20230601,00:00,00:00,11,12,13
20230601,00:00,00:00,1,6,11
20230601,00:00,00:00,9,11,12
20230601,00:00,00:00,3,5,12
20230601,00:00,00:00,26,9,11
20230601,00:00,00:00,26,21,11
20230601,00:00,00:00,22,23,16
20230601,00:00,00:00,20,18,15
20230601,00:00,00:00,2,6,14
20230601,00:00,00:00,15,9,11
20230601,00:00,00:00,15,16,12
20230601,00:00,00:00,15,14,17
20230601,00:00,00:00,14,5,11
20230601,00:00,00:00,13,17,19
20230601,00:00,00:00,1,14,13
20230601,00:00,00:00,1,21,11
20230601,00:00,00:00,1,24,11
20230601,00:00,00:00,11,9,13
20230601,00:00,00:00,12,10,13
20230601,00:00,00:00,13,19,11
20230601,00:00,00:00,13,20,11
20230601,00:00,00:00,14,15,14
20230601,00:00,00:00,14,26,13
20230601,00:00,00:00,16,26,11
20230601,00:00,00:00,17,13,12
20230601,00:00,00:00,18,20,14
20230601,00:00,00:00,23,22,16
20230601,00:00,00:00,5,14,11
20230601,00:00,00:00,5,3,11
20230601,00:00,00:00,6,2,17
20230601,00:00,00:00,1,4,13
20230601,00:00,00:00,10,23,11
20230601,00:00,00:00,12,8,11
20230601,00:00,00:00,13,23,11
20230601,00:00,00:00,14,24,15
20230601,00:00,00:00,18,23,11
20230601,00:00,00:00,19,22,15
20230601,00:00,00:00,20,22,14
20230601,00:00,00:00,23,15,30
20230601,00:00,00:00,23,26,15
20230601,00:00,00:00,25,19,11
20230601,00:00,00:00,25,20,12
20230601,00:00,00:00,25,24,12
20230601,00:00,00:00,3,20,11
20230601,00:00,00:00,4,15,11
20230601,00:00,00:00,4,26,11
20230601,00:00,00:00,8,9,12
20230601,00:00,00:00,9,9,34
20230601,00:00,00:00,8,8,36
20230601,00:00,00:00,7,8,12
20230601,00:00,00:00,7,7,26
20230601,00:00,00:00,6,6,49
20230601,00:00,00:00,5,5,30
20230601,00:00,00:00,4,4,27
20230601,00:00,00:00,4,23,12
20230601,00:00,00:00,4,2,11
20230601,00:00,00:00,3,3,26
20230601,00:00,00:00,3,14,13
20230601,00:00,00:00,26,26,45
20230601,00:00,00:00,26,15,12
20230601,00:00,00:00,25,25,47
20230601,00:00,00:00,25,16,11
20230601,00:00,00:00,25,14,11
20230601,00:00,00:00,24,24,124
20230601,00:00,00:00,24,19,15
20230601,00:00,00:00,23,23,514
20230601,00:00,00:00,23,2,11
20230601,00:00,00:00,22,22,73
20230601,00:00,00:00,22,17,11
20230601,00:00,00:00,21,21,18
20230601,00:00,00:00,20,20,21
20230601,00:00,00:00,20,19,11
20230601,00:00,00:00,2,4,11
20230601,00:00,00:00,2,23,11
20230601,00:00,00:00,2,2,109
20230601,00:00,00:00,19,24,17
20230601,00:00,00:00,19,19,59
20230601,00:00,00:00,18,18,41
20230601,00:00,00:00,18,13,16
20230601,00:00,00:00,18,1,11
20230601,00:00,00:00,17,17,23
20230601,00:00,00:00,16,21,11
20230601,00:00,00:00,16,16,20
20230601,00:00,00:00,16,14,12
20230601,00:00,00:00,15,26,11
20230601,00:00,00:00,15,15,96
20230601,00:00,00:00,14,9,11
20230601,00:00,00:00,14,3,12
20230601,00:00,00:00,14,16,13
20230601,00:00,00:00,14,14,54
20230601,00:00,00:00,13,18,17
20230601,00:00,00:00,13,13,42
20230601,00:00,00:00,12,12,26
20230601,00:00,00:00,11,11,24
20230601,00:00,00:00,10,10,39
20230601,00:00,00:00,10,1,11
20230601,00:00,00:00,1,13,12
20230601,00:00,00:00,1,10,13
20230601,00:00,00:00,1,1,101
20230601,00:00,00:00,3,4,11
20230601,00:00,00:00,3,2,12
20230601,00:00,00:00,26,17,12
20230601,00:00,00:00,25,23,19
20230601,00:00,00:00,24,26,12
20230601,00:00,00:00,24,15,29
20230601,00:00,00:00,23,24,50
20230601,00:00,00:00,23,19,30
20230601,00:00,00:00,21,4,12
20230601,00:00,00:00,19,26,12
20230601,00:00,00:00,19,15,11
20230601,00:00,00:00,18,25,11
20230601,00:00,00:00,16,4,11
20230601,00:00,00:00,16,23,13
20230601,00:00,00:00,15,22,11
20230601,00:00,00:00,15,17,11
20230601,00:00,00:00,14,23,16
20230601,00:00,00:00,14,2,12
20230601,00:00,00:00,13,9,11
20230601,00:00,00:00,12,11,12
20230601,00:00,00:00,11,8,12
20230601,00:00,00:00,10,9,11
20230601,00:00,01:00,13,17,12
20230601,00:00,01:00,2,6,11
20230601,00:00,01:00,22,23,11
20230601,00:00,01:00,4,8,11
20230601,00:00,01:00,6,15,11
20230601,00:00,01:00,9,11,11
20230601,00:00,01:00,4,18,11
20230601,00:00,01:00,4,1,11
20230601,00:00,01:00,26,23,11
20230601,00:00,01:00,24,14,11
20230601,00:00,01:00,22,20,11
20230601,00:00,01:00,19,14,11
20230601,00:00,01:00,15,23,14
20230601,00:00,01:00,15,2,11
20230601,00:00,01:00,6,24,11
20230601,00:00,01:00,5,2,12
20230601,00:00,01:00,25,22,12
20230601,00:00,01:00,22,25,11
20230601,00:00,01:00,2,5,11
20230601,00:00,01:00,15,1,11
20230601,00:00,01:00,4,21,11
20230601,00:00,01:00,4,16,11
20230601,00:00,01:00,4,14,12
20230601,00:00,01:00,24,23,20
20230601,00:00,01:00,9,9,13
20230601,00:00,01:00,8,8,16
20230601,00:00,01:00,7,7,13
20230601,00:00,01:00,6,6,15
20230601,00:00,01:00,5,5,12
20230601,00:00,01:00,4,4,16
20230601,00:00,01:00,3,3,17
20230601,00:00,01:00,26,26,19
20230601,00:00,01:00,25,25,16
20230601,00:00,01:00,24,24,25
20230601,00:00,01:00,23,4,11
20230601,00:00,01:00,23,23,58
20230601,00:00,01:00,22,22,28
20230601,00:00,01:00,21,21,11
20230601,00:00,01:00,21,16,11
20230601,00:00,01:00,20,20,12
20230601,00:00,01:00,2,4,11
20230601,00:00,01:00,2,23,11
20230601,00:00,01:00,2,2,40
20230601,00:00,01:00,19,24,11
20230601,00:00,01:00,19,19,18
20230601,00:00,01:00,18,18,17
20230601,00:00,01:00,18,13,11
20230601,00:00,01:00,17,22,11
20230601,00:00,01:00,17,17,12
20230601,00:00,01:00,16,21,11
20230601,00:00,01:00,16,16,16
20230601,00:00,01:00,16,14,12
20230601,00:00,01:00,15,15,18
20230601,00:00,01:00,24,2,11
20230601,00:00,01:00,13,18,11
20230601,00:00,01:00,13,13,26
20230601,00:00,01:00,12,17,12
20230601,00:00,01:00,12,12,12
20230601,00:00,01:00,11,11,12
20230601,00:00,01:00,23,9,11
20230601,00:00,01:00,23,14,13
