date,stime,etime,start_tz_id,end_tz_id,number_people_add_10
20230616,00:00,00:00,8,11,11
20230616,00:00,00:00,9,8,15
20230616,00:00,00:00,9,7,11
20230616,00:00,00:00,8,12,11
20230616,00:00,00:00,4,18,11
20230616,00:00,00:00,4,1,18
20230616,00:00,00:00,26,23,19
20230616,00:00,00:00,24,3,11
20230616,00:00,00:00,24,16,11
20230616,00:00,00:00,24,14,13
20230616,00:00,00:00,23,18,13
20230616,00:00,00:00,23,13,11
20230616,00:00,00:00,23,1,11
20230616,00:00,00:00,22,24,13
20230616,00:00,00:00,22,20,14
20230616,00:00,00:00,22,19,22
20230616,00:00,00:00,20,25,13
20230616,00:00,00:00,2,18,11
20230616,00:00,00:00,19,25,12
20230616,00:00,00:00,17,19,11
20230616,00:00,00:00,15,4,13
20230616,00:00,00:00,15,23,61
20230616,00:00,00:00,14,6,11
20230616,00:00,00:00,11,15,11
20230616,00:00,00:00,10,11,13
20230616,00:00,00:00,1,5,11
20230616,00:00,00:00,1,17,13
20230616,00:00,00:00,10,12,15
20230616,00:00,00:00,13,17,14
20230616,00:00,00:00,15,14,17
20230616,00:00,00:00,15,16,12
20230616,00:00,00:00,15,21,11
20230616,00:00,00:00,15,25,12
20230616,00:00,00:00,15,3,11
20230616,00:00,00:00,16,11,11
20230616,00:00,00:00,17,23,13
20230616,00:00,00:00,17,4,12
20230616,00:00,00:00,19,18,11
20230616,00:00,00:00,2,6,26
20230616,00:00,00:00,20,18,18
20230616,00:00,00:00,21,11,11
20230616,00:00,00:00,22,23,25
20230616,00:00,00:00,24,13,11
20230616,00:00,00:00,26,14,11
20230616,00:00,00:00,26,16,15
20230616,00:00,00:00,3,5,17
20230616,00:00,00:00,4,6,11
20230616,00:00,00:00,9,11,16
20230616,00:00,00:00,9,9,110
20230616,00:00,00:00,9,14,11
20230616,00:00,00:00,8,8,69
20230616,00:00,00:00,7,8,12
20230616,00:00,00:00,7,7,69
20230616,00:00,00:00,6,6,125
20230616,00:00,00:00,5,5,63
20230616,00:00,00:00,4,4,70
20230616,00:00,00:00,4,23,12
20230616,00:00,00:00,4,2,16
20230616,00:00,00:00,3,3,46
20230616,00:00,00:00,3,14,11
20230616,00:00,00:00,26,26,101
20230616,00:00,00:00,26,15,14
20230616,00:00,00:00,25,25,76
20230616,00:00,00:00,25,14,11
20230616,00:00,00:00,24,24,234
20230616,00:00,00:00,24,19,13
20230616,00:00,00:00,23,4,13
20230616,00:00,00:00,23,23,1061
20230616,00:00,00:00,22,22,139
20230616,00:00,00:00,21,9,11
20230616,00:00,00:00,21,3,11
20230616,00:00,00:00,21,21,42
20230616,00:00,00:00,21,16,12
20230616,00:00,00:00,20,20,31
20230616,00:00,00:00,20,19,12
20230616,00:00,00:00,2,4,13
20230616,00:00,00:00,2,2,272
20230616,00:00,00:00,19,24,20
20230616,00:00,00:00,19,19,156
20230616,00:00,00:00,18,18,96
20230616,00:00,00:00,18,13,18
20230616,00:00,00:00,17,17,31
20230616,00:00,00:00,16,3,11
20230616,00:00,00:00,16,21,17
20230616,00:00,00:00,16,16,46
20230616,00:00,00:00,16,14,13
20230616,00:00,00:00,15,26,25
20230616,00:00,00:00,15,15,156
20230616,00:00,00:00,14,3,13
20230616,00:00,00:00,14,25,11
20230616,00:00,00:00,14,21,13
20230616,00:00,00:00,14,16,19
20230616,00:00,00:00,14,14,85
20230616,00:00,00:00,13,18,27
20230616,00:00,00:00,13,13,79
20230616,00:00,00:00,13,1,11
20230616,00:00,00:00,12,12,41
20230616,00:00,00:00,11,11,33
20230616,00:00,00:00,10,10,103
20230616,00:00,00:00,10,1,15
20230616,00:00,00:00,1,13,11
20230616,00:00,00:00,1,10,29
20230616,00:00,00:00,1,1,253
20230616,00:00,00:00,9,26,11
20230616,00:00,00:00,6,2,36
20230616,00:00,00:00,5,3,18
20230616,00:00,00:00,4,12,11
20230616,00:00,00:00,3,26,11
20230616,00:00,00:00,3,15,13
20230616,00:00,00:00,25,15,13
20230616,00:00,00:00,23,22,27
20230616,00:00,00:00,8,5,11
20230616,00:00,00:00,22,18,11
20230616,00:00,00:00,22,13,11
20230616,00:00,00:00,21,26,11
20230616,00:00,00:00,21,15,11
20230616,00:00,00:00,18,20,15
20230616,00:00,00:00,18,19,11
20230616,00:00,00:00,17,13,18
20230616,00:00,00:00,17,1,15
20230616,00:00,00:00,16,26,15
20230616,00:00,00:00,16,15,12
20230616,00:00,00:00,14,26,13
20230616,00:00,00:00,14,15,21
20230616,00:00,00:00,12,10,15
20230616,00:00,00:00,11,9,19
20230616,00:00,00:00,1,24,11
20230616,00:00,00:00,6,24,11
20230616,00:00,00:00,5,23,11
20230616,00:00,00:00,5,2,22
20230616,00:00,00:00,26,18,11
20230616,00:00,00:00,26,13,15
20230616,00:00,00:00,25,22,27
20230616,00:00,00:00,24,6,11
20230616,00:00,00:00,22,25,24
20230616,00:00,00:00,21,12,12
20230616,00:00,00:00,2,5,19
20230616,00:00,00:00,17,3,11
